timestamp,010C,010D,0105,0110,0111,012F,rpm,vel
2025-06-02 07:18:16,40,,99,,,,758,23
2025-06-02 07:18:16,79,,82,,,,885,86
2025-06-02 07:18:16,40,,75,,,,925,40
2025-06-02 07:18:16,59,,5,,17,,832,99
2025-06-02 07:18:16,64,,79,,15,,775,35
2025-06-02 07:18:16,50,,61,,34,,777,62
2025-06-02 07:18:16,72,,33,,98,,877,83
2025-06-02 07:18:17,16,,69,,81,,889,108
2025-06-02 07:18:17,11,,94,,40,,845,45
2025-06-02 07:18:17,16,,85,,33,,901,75
2025-06-02 07:18:17,75,,40,,94,,871,73
2025-06-02 07:18:17,46,,78,,78,,939,57
2025-06-02 07:18:17,78,,22,,20,,936,91
2025-06-02 07:18:17,26,,41,,94,,787,88
2025-06-02 07:18:17,70,,57,,6,,850,42
2025-06-02 07:18:17,64,,11,,22,,783,118
2025-06-02 07:18:18,47,,31,,4,,835,52
2025-06-02 07:18:18,23,,43,,56,,767,7
2025-06-02 07:18:18,86,,49,,14,,826,77
2025-06-02 07:18:18,14,,36,,10,,760,93
2025-06-02 07:18:18,61,,59,,52,,767,5
2025-06-02 07:18:18,47,,62,,83,,839,98
2025-06-02 07:18:18,38,,24,,0,,851,8
2025-06-02 07:18:18,32,,22,,37,,863,66
2025-06-02 07:18:18,53,,83,,67,,941,89
2025-06-02 07:18:18,49,50,60,,24,,942,80
2025-06-02 07:18:19,12,56,72,,97,,814,103
2025-06-02 07:18:19,71,51,10,,14,,927,19
2025-06-02 07:18:19,61,12,74,,44,,793,32
2025-06-02 07:18:19,52,79,44,,59,,765,21
2025-06-02 07:18:19,67,3,46,,22,,806,27
2025-06-02 07:18:19,97,76,19,,47,,867,110
2025-06-02 07:18:19,14,96,22,,53,,825,9
2025-06-02 07:18:19,13,68,4,,48,,864,66
2025-06-02 07:18:19,65,37,68,,48,,879,107
2025-06-02 07:18:20,22,98,39,7,84,,883,8
2025-06-02 07:18:20,12,59,41,100,87,,903,35
2025-06-02 07:18:20,6,31,1,10,87,,945,16
2025-06-02 07:18:20,58,43,27,25,14,,756,26
2025-06-02 07:18:20,59,95,19,19,96,,844,65
2025-06-02 07:18:20,37,77,69,100,6,,827,76
2025-06-02 07:18:20,71,65,38,6,51,,949,37
2025-06-02 07:18:20,14,90,97,89,70,,855,29
2025-06-02 07:18:20,17,75,52,41,31,,809,71
2025-06-02 07:18:21,63,7,87,72,36,,943,64
2025-06-02 07:18:21,79,13,42,67,45,,821,30
2025-06-02 07:18:21,2,100,6,0,7,,927,6
2025-06-02 07:18:21,44,4,64,75,68,13,759,1
2025-06-02 07:18:21,91,83,58,96,32,64,829,84
2025-06-02 07:18:21,12,77,34,55,93,72,880,74
2025-06-02 07:18:21,35,31,67,1,100,71,823,20
2025-06-02 07:18:21,33,80,65,44,13,69,923,77
2025-06-02 07:18:21,79,13,91,29,21,44,868,66
2025-06-02 07:18:22,40,92,32,1,39,65,903,16
2025-06-02 07:18:22,26,60,35,13,69,11,821,80
2025-06-02 07:18:22,100,39,48,87,56,37,750,49
2025-06-02 07:18:22,56,8,75,29,86,83,814,53
2025-06-02 07:18:22,64,0,81,22,98,11,920,1
2025-06-02 07:18:22,64,31,8,32,47,75,775,109
2025-06-02 07:18:22,94,10,88,67,4,0,886,113
2025-06-02 07:18:22,10,63,54,54,55,59,830,55
2025-06-02 07:18:22,18,48,11,26,36,86,836,0
2025-06-02 07:18:23,99,74,9,99,6,62,872,114
2025-06-02 07:18:23,88,63,70,10,23,42,879,65
2025-06-02 07:18:23,85,38,61,4,14,20,882,1
2025-06-02 07:18:23,96,67,37,10,75,62,888,61
2025-06-02 07:18:23,34,87,56,62,100,61,916,11
2025-06-02 07:18:23,98,36,99,59,6,92,946,100
2025-06-02 07:18:23,68,39,0,75,43,30,859,27
2025-06-02 07:18:23,19,72,18,50,87,73,809,60
2025-06-02 07:18:23,8,18,74,5,43,88,764,58
2025-06-02 07:18:24,85,86,18,22,33,58,784,48
2025-06-02 07:18:24,29,17,52,76,26,17,859,86
2025-06-02 07:18:24,26,20,35,45,39,46,928,15
2025-06-02 07:18:24,98,11,24,40,13,50,824,105
2025-06-02 07:18:24,80,75,53,15,80,26,806,39
2025-06-02 07:18:24,7,89,16,39,80,60,924,90
2025-06-02 07:18:24,77,63,17,89,49,29,833,50
2025-06-02 07:18:24,29,47,54,73,89,84,932,20
2025-06-02 07:18:24,48,82,59,15,42,28,864,95
2025-06-02 07:18:25,71,3,92,21,5,4,864,30
2025-06-02 07:18:25,50,76,92,83,7,23,770,4
2025-06-02 07:18:25,16,39,93,74,5,80,946,100
2025-06-02 07:18:25,89,78,28,68,19,83,773,5
2025-06-02 07:18:25,7,9,45,83,68,99,757,53
2025-06-02 07:18:25,44,8,48,33,37,16,820,28
2025-06-02 07:18:25,94,60,95,38,5,26,862,46
2025-06-02 07:18:25,55,87,91,61,1,9,770,84
2025-06-02 07:18:25,95,86,63,71,73,90,823,96
2025-06-02 07:18:25,55,25,80,65,63,8,807,50
2025-06-02 07:18:26,71,36,17,58,58,30,776,36
2025-06-02 07:18:26,54,35,91,23,10,90,941,106
2025-06-02 07:18:26,79,56,71,32,2,88,858,80
2025-06-02 07:18:26,67,49,1,39,16,68,751,114
2025-06-02 07:18:26,40,47,38,64,25,47,778,93
2025-06-02 07:18:26,67,8,3,28,9,20,753,51
2025-06-02 07:18:26,22,37,89,60,100,2,925,1
2025-06-02 07:18:26,89,4,60,46,66,39,759,35
2025-06-02 07:18:26,79,21,38,71,57,95,833,18
2025-06-02 07:18:27,55,39,7,47,27,65,878,97
2025-06-02 07:18:27,82,29,54,47,86,18,753,88
2025-06-02 07:18:27,19,95,33,98,23,44,892,54
2025-06-02 07:18:27,87,78,93,45,73,36,754,48
2025-06-02 07:18:27,37,42,46,68,15,46,855,36
2025-06-02 07:18:27,87,47,79,88,15,92,757,63
2025-06-02 07:18:27,28,30,53,83,39,35,817,81
2025-06-02 07:18:27,7,79,74,14,28,13,929,7
2025-06-02 07:18:27,46,22,86,85,73,70,856,30
2025-06-02 07:18:28,88,60,91,40,48,56,806,95
2025-06-02 07:18:28,77,47,63,40,31,14,868,7
2025-06-02 07:18:28,75,80,38,74,44,32,903,88
2025-06-02 07:18:28,2,53,69,63,35,2,752,86
2025-06-02 07:18:28,11,59,51,99,54,2,811,76
2025-06-02 07:18:28,33,53,4,60,64,20,870,79
2025-06-02 07:18:28,43,62,64,49,21,55,751,81
2025-06-02 07:18:28,66,66,61,5,41,91,825,25
2025-06-02 07:18:28,25,14,50,34,93,19,828,86
2025-06-02 07:18:29,20,32,66,5,15,93,918,119
2025-06-02 07:18:29,44,46,83,92,85,73,800,16
2025-06-02 07:18:29,45,35,74,40,20,10,824,72
2025-06-02 07:18:29,23,81,50,39,19,74,773,89
2025-06-02 07:18:29,48,73,11,76,2,24,812,24
2025-06-02 07:18:29,24,9,54,21,7,79,871,107
2025-06-02 07:18:29,48,33,97,14,37,76,754,28
2025-06-02 07:18:29,48,89,25,93,11,7,935,11
2025-06-02 07:18:29,65,24,67,77,75,74,860,63
2025-06-02 07:18:30,35,25,54,28,17,65,934,15
2025-06-02 07:18:30,51,22,39,69,36,37,769,8
2025-06-02 07:18:30,64,17,6,87,42,79,844,93
2025-06-02 07:18:30,73,99,98,79,24,68,771,1
2025-06-02 07:18:30,49,76,84,84,24,100,945,36
2025-06-02 07:18:30,12,31,68,53,49,20,807,61
2025-06-02 07:18:30,58,71,75,45,64,37,764,84
2025-06-02 07:18:30,60,15,28,69,51,60,911,11
2025-06-02 07:18:30,2,100,70,51,50,20,942,115
2025-06-02 07:18:31,92,97,50,32,96,37,837,33
2025-06-02 07:18:31,72,23,70,93,88,19,792,101
2025-06-02 07:18:31,51,57,38,67,3,7,792,34
2025-06-02 07:18:31,9,60,48,88,56,39,763,100
2025-06-02 07:18:31,60,100,71,5,97,56,783,51
2025-06-02 07:18:31,61,30,47,92,73,17,862,45
2025-06-02 07:18:31,4,69,47,74,24,40,885,116
2025-06-02 07:18:32,55,85,74,24,35,56,892,64
2025-06-02 07:18:32,58,30,57,99,30,85,796,108
2025-06-02 07:18:32,51,58,11,35,6,24,947,36
2025-06-02 07:18:32,22,12,96,18,41,10,920,19
2025-06-02 07:18:32,13,38,26,84,21,67,768,60
2025-06-02 07:18:32,70,67,88,66,71,55,921,65
2025-06-02 07:18:32,97,54,60,86,81,57,817,86
2025-06-02 07:18:32,81,72,57,13,31,98,869,37
2025-06-02 07:18:32,25,8,87,7,74,96,880,32
2025-06-02 07:18:33,35,18,7,88,21,62,804,95
2025-06-02 07:18:33,0,88,58,5,69,84,795,116
2025-06-02 07:18:33,48,61,33,15,22,5,829,63
2025-06-02 07:18:33,10,95,67,55,26,60,873,18
2025-06-02 07:18:33,31,9,63,10,40,50,770,15
2025-06-02 07:18:33,44,78,30,51,28,38,912,100
2025-06-02 07:18:33,92,39,60,5,93,51,778,46
2025-06-02 07:18:33,38,14,5,4,84,94,854,105
2025-06-02 07:18:33,69,92,67,70,61,32,941,56
2025-06-02 07:18:33,63,76,51,0,5,28,796,12
2025-06-02 07:18:34,10,39,51,99,37,78,887,101
2025-06-02 07:18:34,68,60,29,19,100,80,814,5
2025-06-02 07:18:34,32,24,58,24,50,39,826,12
2025-06-02 07:18:34,38,71,47,51,1,41,766,62
2025-06-02 07:18:34,79,15,83,9,70,75,794,56
2025-06-02 07:18:34,32,21,47,90,34,44,945,27
2025-06-02 07:18:34,17,79,99,5,59,64,901,91
2025-06-02 07:18:34,59,39,65,92,9,53,888,11
2025-06-02 07:18:34,0,58,33,23,96,3,855,78
2025-06-02 07:18:35,5,70,52,80,26,62,889,52
2025-06-02 07:18:35,54,0,42,96,76,56,914,120
2025-06-02 07:18:35,54,100,56,63,23,63,798,68
2025-06-02 07:18:35,80,61,31,9,94,71,914,73
2025-06-02 07:18:35,55,71,94,49,71,2,851,68
2025-06-02 07:18:35,63,95,36,30,26,7,851,67
2025-06-02 07:18:35,74,86,17,19,65,93,829,69
2025-06-02 07:18:35,45,0,70,8,28,27,789,15
2025-06-02 07:18:35,46,96,54,2,82,79,863,88
2025-06-02 07:18:36,10,56,48,87,77,43,808,44
2025-06-02 07:18:36,45,41,91,91,0,23,803,62
2025-06-02 07:18:36,33,90,68,83,67,11,827,45
2025-06-02 07:18:36,9,38,37,30,70,57,880,118
2025-06-02 07:18:36,18,25,17,35,77,53,895,43
2025-06-02 07:18:36,55,57,64,64,1,55,776,106
2025-06-02 07:18:36,8,30,71,2,100,52,928,87
2025-06-02 07:18:36,22,96,26,37,16,8,798,11
2025-06-02 07:18:36,94,94,43,79,52,81,816,87
2025-06-02 07:18:37,85,96,92,20,26,72,919,70
2025-06-02 07:18:37,30,9,5,28,66,4,841,16
2025-06-02 07:18:37,9,10,44,60,49,87,836,12
2025-06-02 07:18:37,11,13,22,40,41,4,905,110
2025-06-02 07:18:37,33,98,95,89,92,36,851,10
2025-06-02 07:18:37,34,97,12,95,91,30,759,17
2025-06-02 07:18:37,48,46,39,81,13,96,777,36
2025-06-02 07:18:37,10,97,31,63,54,84,912,110
2025-06-02 07:18:37,49,9,71,74,12,2,826,26
2025-06-02 07:18:38,14,68,28,48,15,22,809,90
2025-06-02 07:18:38,21,74,38,23,37,7,850,69
2025-06-02 07:18:38,67,26,8,44,86,99,851,103
2025-06-02 07:18:38,100,61,15,65,23,56,782,22
2025-06-02 07:18:38,18,65,35,72,69,46,861,78
2025-06-02 07:18:38,89,13,70,24,31,57,826,21
2025-06-02 07:18:38,0,14,20,77,100,55,879,12
2025-06-02 07:18:38,72,35,74,45,84,54,913,58
2025-06-02 07:18:38,5,69,98,11,71,35,934,103
2025-06-02 07:18:39,26,93,12,24,86,5,760,75
2025-06-02 07:18:39,79,6,17,1,80,21,883,52
2025-06-02 07:18:39,76,88,96,4,75,39,759,56
2025-06-02 07:18:39,10,27,15,76,28,92,917,2
2025-06-02 07:18:39,94,5,96,17,6,83,791,46
2025-06-02 07:18:39,90,88,24,12,51,100,899,58
2025-06-02 07:18:39,75,26,27,60,59,65,860,64
2025-06-02 07:18:39,100,21,39,74,30,63,791,98
2025-06-02 07:18:39,72,70,61,81,59,4,867,10
2025-06-02 07:18:39,86,36,39,60,52,85,806,65
2025-06-02 07:18:40,20,41,85,19,31,2,901,92
2025-06-02 07:18:40,96,85,70,64,28,0,813,25
2025-06-02 07:18:40,55,14,1,75,42,50,788,106
2025-06-02 07:18:40,55,69,50,50,39,20,875,11
2025-06-02 07:18:40,58,52,88,55,91,68,777,96
2025-06-02 07:18:40,75,61,93,11,76,84,862,61
2025-06-02 07:18:40,15,76,58,84,28,46,897,105
2025-06-02 07:18:40,80,94,48,17,100,92,855,44
2025-06-02 07:18:40,53,87,99,69,28,33,909,70
2025-06-02 07:18:41,41,90,11,78,26,100,869,49
2025-06-02 07:18:41,70,55,13,93,78,70,932,19
2025-06-02 07:18:41,27,84,9,19,64,65,885,36
2025-06-02 07:18:41,83,75,43,92,99,14,827,0
2025-06-02 07:18:41,1,28,7,30,46,97,885,119
2025-06-02 07:18:41,16,63,7,28,95,33,880,73
2025-06-02 07:18:41,25,46,2,99,97,88,903,30
2025-06-02 07:18:41,72,45,9,48,43,7,824,109
2025-06-02 07:18:41,86,9,61,79,43,61,933,114
2025-06-02 07:18:42,46,44,38,82,51,93,921,87
