timestamp,rpm,vel
2025-06-02 07:38:15,871,72
2025-06-02 07:38:15,861,117
2025-06-02 07:38:15,923,111
2025-06-02 07:38:15,897,96
2025-06-02 07:38:15,764,59
2025-06-02 07:38:15,815,118
2025-06-02 07:38:15,755,74
2025-06-02 07:38:15,893,48
2025-06-02 07:38:16,920,83
2025-06-02 07:38:16,931,9
2025-06-02 07:38:16,812,80
2025-06-02 07:38:16,845,46
2025-06-02 07:38:16,884,103
2025-06-02 07:38:16,815,5
2025-06-02 07:38:16,897,67
2025-06-02 07:38:16,942,69
2025-06-02 07:38:16,838,101
2025-06-02 07:38:17,871,96
2025-06-02 07:38:17,752,97
2025-06-02 07:38:17,838,117
2025-06-02 07:38:17,828,14
2025-06-02 07:38:17,855,84
2025-06-02 07:38:17,818,27
2025-06-02 07:38:17,786,120
2025-06-02 07:38:17,903,10
2025-06-02 07:38:17,795,107
2025-06-02 07:38:17,750,26
2025-06-02 07:38:18,769,98
2025-06-02 07:38:18,791,0
2025-06-02 07:38:18,831,74
2025-06-02 07:38:18,946,45
2025-06-02 07:38:18,810,12
2025-06-02 07:38:18,856,2
2025-06-02 07:38:18,868,82
2025-06-02 07:38:18,922,27
2025-06-02 07:38:18,826,120
2025-06-02 07:38:19,905,105
2025-06-02 07:38:19,949,31
2025-06-02 07:38:19,825,6
2025-06-02 07:38:19,845,87
2025-06-02 07:38:19,941,3
2025-06-02 07:38:19,926,29
2025-06-02 07:38:19,824,117
2025-06-02 07:38:19,824,19
2025-06-02 07:38:19,829,111
2025-06-02 07:38:20,923,94
2025-06-02 07:38:20,871,102
2025-06-02 07:38:20,751,13
2025-06-02 07:38:20,944,67
2025-06-02 07:38:20,938,41
2025-06-02 07:38:20,895,74
2025-06-02 07:38:20,750,28
2025-06-02 07:38:20,942,40
2025-06-02 07:38:20,845,55
2025-06-02 07:38:21,824,16
2025-06-02 07:38:21,902,68
2025-06-02 07:38:21,818,1
2025-06-02 07:38:21,882,43
2025-06-02 07:38:21,769,98
2025-06-02 07:38:21,933,95
2025-06-02 07:38:21,894,88
2025-06-02 07:38:21,856,69
2025-06-02 07:38:21,790,27
2025-06-02 07:38:22,766,18
2025-06-02 07:38:22,942,48
2025-06-02 07:38:22,929,50
2025-06-02 07:38:22,843,70
2025-06-02 07:38:22,775,67
2025-06-02 07:38:22,818,66
2025-06-02 07:38:22,839,120
2025-06-02 07:38:22,803,16
2025-06-02 07:38:22,759,113
2025-06-02 07:38:23,754,47
2025-06-02 07:38:23,905,83
2025-06-02 07:38:23,779,36
2025-06-02 07:38:23,897,61
2025-06-02 07:38:23,879,96
2025-06-02 07:38:23,795,73
2025-06-02 07:38:23,935,49
2025-06-02 07:38:23,750,105
2025-06-02 07:38:23,866,36
2025-06-02 07:38:24,849,16
2025-06-02 07:38:24,831,102
2025-06-02 07:38:24,907,100
2025-06-02 07:38:24,857,41
2025-06-02 07:38:24,924,38
2025-06-02 07:38:24,835,40
2025-06-02 07:38:24,767,13
2025-06-02 07:38:24,898,15
2025-06-02 07:38:24,907,15
2025-06-02 07:38:24,757,57
2025-06-02 07:38:25,770,115
2025-06-02 07:38:25,812,21
2025-06-02 07:38:25,851,29
2025-06-02 07:38:25,903,1
2025-06-02 07:38:25,948,33
2025-06-02 07:38:25,932,113
2025-06-02 07:38:25,948,116
2025-06-02 07:38:25,863,40
2025-06-02 07:38:25,878,11
2025-06-02 07:38:26,838,10
2025-06-02 07:38:26,807,98
2025-06-02 07:38:26,845,35
2025-06-02 07:38:26,790,17
2025-06-02 07:38:26,927,38
2025-06-02 07:38:26,879,81
2025-06-02 07:38:26,790,12
2025-06-02 07:38:26,907,8
2025-06-02 07:38:26,891,1
2025-06-02 07:38:27,869,81
2025-06-02 07:38:27,893,43
2025-06-02 07:38:27,751,118
2025-06-02 07:38:27,889,81
2025-06-02 07:38:27,874,18
2025-06-02 07:38:27,833,12
2025-06-02 07:38:27,821,16
2025-06-02 07:38:27,823,23
2025-06-02 07:38:27,760,42
2025-06-02 07:38:28,864,12
2025-06-02 07:38:28,882,113
2025-06-02 07:38:28,852,61
2025-06-02 07:38:28,872,100
2025-06-02 07:38:28,792,65
2025-06-02 07:38:28,772,63
2025-06-02 07:38:28,782,25
2025-06-02 07:38:28,859,111
2025-06-02 07:38:28,869,42
2025-06-02 07:38:29,834,18
2025-06-02 07:38:29,884,93
2025-06-02 07:38:29,877,11
2025-06-02 07:38:29,867,82
2025-06-02 07:38:29,931,2
2025-06-02 07:38:29,887,51
2025-06-02 07:38:29,796,54
2025-06-02 07:38:29,768,31
2025-06-02 07:38:29,848,107
2025-06-02 07:38:30,770,50
2025-06-02 07:38:30,772,92
2025-06-02 07:38:30,821,88
2025-06-02 07:38:30,765,83
2025-06-02 07:38:30,910,76
2025-06-02 07:38:30,852,77
2025-06-02 07:38:30,902,85
2025-06-02 07:38:30,784,3
2025-06-02 07:38:30,763,70
2025-06-02 07:38:31,879,73
2025-06-02 07:38:31,865,9
2025-06-02 07:38:31,786,41
2025-06-02 07:38:31,887,88
2025-06-02 07:38:31,905,77
2025-06-02 07:38:31,929,58
2025-06-02 07:38:31,934,85
2025-06-02 07:38:31,923,59
2025-06-02 07:38:31,863,85
2025-06-02 07:38:32,931,89
2025-06-02 07:38:32,762,41
2025-06-02 07:38:32,859,81
2025-06-02 07:38:32,797,116
2025-06-02 07:38:32,848,70
2025-06-02 07:38:32,846,92
2025-06-02 07:38:32,945,21
2025-06-02 07:38:32,764,35
2025-06-02 07:38:32,757,112
2025-06-02 07:38:32,891,77
2025-06-02 07:38:33,787,8
2025-06-02 07:38:33,785,1
2025-06-02 07:38:33,774,89
2025-06-02 07:38:33,920,54
2025-06-02 07:38:33,884,6
2025-06-02 07:38:33,850,95
2025-06-02 07:38:33,798,43
2025-06-02 07:38:33,946,56
2025-06-02 07:38:33,901,69
2025-06-02 07:38:34,885,67
2025-06-02 07:38:34,764,44
2025-06-02 07:38:34,895,33
2025-06-02 07:38:34,864,112
2025-06-02 07:38:35,879,70
2025-06-02 07:38:35,841,32
2025-06-02 07:38:35,924,53
2025-06-02 07:38:35,924,69
2025-06-02 07:38:35,799,60
2025-06-02 07:38:35,944,12
2025-06-02 07:38:35,828,50
2025-06-02 07:38:35,879,45
2025-06-02 07:38:35,837,12
2025-06-02 07:38:36,948,69
2025-06-02 07:38:36,826,88
2025-06-02 07:38:36,763,74
2025-06-02 07:38:36,850,61
2025-06-02 07:38:36,832,44
2025-06-02 07:38:36,804,79
2025-06-02 07:38:36,764,37
2025-06-02 07:38:36,815,0
2025-06-02 07:38:36,774,74
2025-06-02 07:38:37,823,20
2025-06-02 07:38:37,900,30
2025-06-02 07:38:37,944,26
2025-06-02 07:38:37,924,22
2025-06-02 07:38:37,885,55
2025-06-02 07:38:37,845,92
2025-06-02 07:38:37,838,8
2025-06-02 07:38:37,831,91
2025-06-02 07:38:37,764,53
2025-06-02 07:38:38,803,76
2025-06-02 07:38:38,928,94
2025-06-02 07:38:38,783,99
2025-06-02 07:38:38,883,12
2025-06-02 07:38:38,824,40
2025-06-02 07:38:38,758,22
2025-06-02 07:38:38,884,7
2025-06-02 07:38:38,789,44
2025-06-02 07:38:38,846,41
2025-06-02 07:38:39,883,12
2025-06-02 07:38:39,935,86
2025-06-02 07:38:39,939,34
2025-06-02 07:38:39,920,103
2025-06-02 07:38:39,934,100
2025-06-02 07:38:39,844,5
2025-06-02 07:38:39,754,74
2025-06-02 07:38:39,905,64
2025-06-02 07:38:39,932,12
2025-06-02 07:38:39,891,55
2025-06-02 07:38:40,815,100
2025-06-02 07:38:40,824,40
2025-06-02 07:38:40,865,41
2025-06-02 07:38:40,785,36
2025-06-02 07:38:40,832,71
2025-06-02 07:38:40,771,70
2025-06-02 07:38:40,946,51
2025-06-02 07:38:40,761,112
2025-06-02 07:38:40,778,99
2025-06-02 07:38:41,792,70
2025-06-02 07:38:41,948,26
2025-06-02 07:38:41,801,118
2025-06-02 07:38:41,860,8
2025-06-02 07:38:41,777,89
2025-06-02 07:38:41,936,57
2025-06-02 07:38:41,836,50
2025-06-02 07:38:41,927,31
2025-06-02 07:38:41,800,36
2025-06-02 07:38:42,783,57
2025-06-02 07:38:42,789,43
2025-06-02 07:38:42,944,73
2025-06-02 07:38:42,772,53
2025-06-02 07:38:42,801,46
2025-06-02 07:38:42,920,73
2025-06-02 07:38:42,751,93
2025-06-02 07:38:42,901,112
2025-06-02 07:38:42,856,61
2025-06-02 07:38:43,754,109
2025-06-02 07:38:43,870,92
2025-06-02 07:38:43,808,24
2025-06-02 07:38:43,826,82
2025-06-02 07:38:43,798,6
2025-06-02 07:38:43,758,15
2025-06-02 07:38:43,793,52
2025-06-02 07:38:43,885,112
2025-06-02 07:38:43,825,5
2025-06-02 07:38:44,791,98
2025-06-02 07:38:44,887,32
2025-06-02 07:38:44,817,14
2025-06-02 07:38:44,885,62
2025-06-02 07:38:44,791,60
2025-06-02 07:38:44,916,62
2025-06-02 07:38:44,892,38
2025-06-02 07:38:44,841,112
2025-06-02 07:38:44,923,17
2025-06-02 07:38:45,836,103
2025-06-02 07:38:45,915,42
2025-06-02 07:38:45,854,38
2025-06-02 07:38:45,863,114
2025-06-02 07:38:45,867,64
2025-06-02 07:38:45,765,111
2025-06-02 07:38:45,877,24
2025-06-02 07:38:45,904,60
2025-06-02 07:38:45,779,60
2025-06-02 07:38:46,800,6
2025-06-02 07:38:46,867,7
2025-06-02 07:38:46,942,23
2025-06-02 07:38:46,936,39
2025-06-02 07:38:46,781,46
2025-06-02 07:38:46,898,1
2025-06-02 07:38:46,820,74
2025-06-02 07:38:46,797,36
