timestamp,010C,010D,0105,0110,0111,012F,rpm,vel
2025-06-02 07:05:23,74,63,73,3,32,94,930,91
2025-06-02 07:05:23,10,71,16,63,54,38,803,18
2025-06-02 07:05:23,61,94,60,64,33,79,824,22
2025-06-02 07:05:23,97,22,12,25,38,41,824,
2025-06-02 07:05:23,8,77,6,4,44,84,808,
2025-06-02 07:05:24,52,13,42,23,96,76,858,
2025-06-02 07:05:24,59,84,42,46,62,59,933,
2025-06-02 07:05:24,54,58,97,88,16,31,936,
2025-06-02 07:05:24,93,99,48,28,83,55,777,
2025-06-02 07:05:24,44,60,84,67,14,74,816,
2025-06-02 07:05:24,44,35,72,62,86,4,867,
2025-06-02 07:05:24,29,64,58,78,72,49,780,
2025-06-02 07:05:24,34,63,25,61,43,31,767,
2025-06-02 07:05:24,44,0,16,42,19,77,842,
2025-06-02 07:05:25,6,76,30,23,22,9,786,
2025-06-02 07:05:25,100,65,31,53,80,36,837,
2025-06-02 07:05:25,30,92,54,33,17,35,945,
2025-06-02 07:05:25,19,45,60,88,5,61,756,
2025-06-02 07:05:25,71,10,11,74,29,52,844,
2025-06-02 07:05:25,34,30,10,32,89,100,852,
2025-06-02 07:05:25,24,95,32,39,95,25,,
2025-06-02 07:05:25,9,9,29,53,53,80,,
2025-06-02 07:05:25,92,14,76,13,90,13,,
2025-06-02 07:05:26,40,84,42,70,78,3,,
2025-06-02 07:05:26,73,75,69,48,69,24,,
2025-06-02 07:05:26,53,89,28,15,71,70,,
2025-06-02 07:05:26,34,80,54,52,17,69,,
2025-06-02 07:05:26,77,45,3,59,40,44,,
2025-06-02 07:05:26,55,38,8,58,2,79,,
2025-06-02 07:05:26,4,97,87,33,22,90,,
2025-06-02 07:05:26,71,45,41,84,24,37,,
2025-06-02 07:05:26,35,65,14,1,79,75,,
2025-06-02 07:05:27,88,85,69,22,61,32,,
2025-06-02 07:05:27,64,4,57,73,31,99,,
2025-06-02 07:05:27,28,100,19,83,46,36,,
2025-06-02 07:05:27,73,39,69,84,83,92,,
2025-06-02 07:05:27,32,89,5,56,81,68,,
2025-06-02 07:05:27,16,0,21,2,90,53,,
2025-06-02 07:05:27,96,70,75,34,91,41,,
2025-06-02 07:05:27,100,81,77,8,80,36,,
2025-06-02 07:05:27,66,78,75,44,3,76,,
2025-06-02 07:05:28,34,65,90,54,52,82,,
2025-06-02 07:05:28,67,77,13,85,38,32,,
2025-06-02 07:05:28,88,78,55,65,90,59,,
2025-06-02 07:05:28,48,21,28,4,13,49,,
2025-06-02 07:05:28,27,10,40,72,65,83,,
2025-06-02 07:05:28,65,3,3,9,4,76,,
2025-06-02 07:05:28,73,30,53,32,76,90,,
2025-06-02 07:05:28,37,96,41,83,40,67,,
2025-06-02 07:05:28,5,13,56,31,47,77,,
2025-06-02 07:05:29,63,55,41,14,10,42,,
2025-06-02 07:05:29,50,96,25,45,69,26,,
2025-06-02 07:05:29,61,43,46,69,21,5,,
2025-06-02 07:05:29,61,90,47,76,11,95,,
2025-06-02 07:05:29,69,50,67,88,76,50,,
2025-06-02 07:05:29,41,27,31,47,46,20,,
2025-06-02 07:05:29,82,81,71,45,86,13,,
2025-06-02 07:05:29,91,69,68,40,34,18,,
2025-06-02 07:05:29,32,97,53,28,77,23,,
2025-06-02 07:05:30,6,6,19,99,36,5,,
2025-06-02 07:05:30,84,24,28,27,61,53,,
2025-06-02 07:05:30,70,36,73,99,19,37,,
2025-06-02 07:05:30,31,37,19,66,28,88,,
2025-06-02 07:05:30,93,78,9,12,73,50,,
2025-06-02 07:05:30,10,42,11,30,35,88,,
2025-06-02 07:05:30,68,62,68,19,94,90,,
2025-06-02 07:05:30,0,29,58,26,45,46,,
2025-06-02 07:05:30,86,16,79,13,44,39,,
2025-06-02 07:05:30,0,76,43,86,32,32,,
2025-06-02 07:05:31,12,82,69,66,45,81,,
2025-06-02 07:05:31,50,1,85,59,55,73,,
2025-06-02 07:05:31,60,38,7,39,63,20,,
2025-06-02 07:05:31,52,91,23,68,16,31,,
2025-06-02 07:05:31,56,0,76,0,97,15,,
2025-06-02 07:05:31,92,24,56,34,96,38,,
2025-06-02 07:05:31,97,25,23,78,92,1,,
2025-06-02 07:05:31,93,30,100,94,76,53,,
2025-06-02 07:05:31,59,65,90,69,5,1,,
2025-06-02 07:05:32,36,82,63,87,11,51,,
2025-06-02 07:05:32,37,17,0,63,82,62,,
2025-06-02 07:05:32,60,91,74,59,84,72,,
2025-06-02 07:05:32,11,48,78,98,82,69,,
2025-06-02 07:05:32,68,50,8,28,97,22,,
2025-06-02 07:05:32,42,66,94,55,18,53,,
2025-06-02 07:05:32,33,37,79,69,82,23,,
2025-06-02 07:05:32,87,64,0,28,47,65,,
2025-06-02 07:05:32,90,0,81,78,54,54,,
2025-06-02 07:05:33,29,33,58,64,84,78,,
2025-06-02 07:05:33,52,9,53,92,89,79,,
2025-06-02 07:05:33,58,98,70,24,77,47,,
2025-06-02 07:05:33,45,33,67,13,4,5,,
2025-06-02 07:05:33,58,47,89,75,89,57,,
2025-06-02 07:05:33,58,95,70,87,9,47,,
2025-06-02 07:05:33,28,79,72,69,2,1,,
2025-06-02 07:05:33,12,13,62,38,5,21,,
2025-06-02 07:05:33,90,51,60,42,50,72,,
2025-06-02 07:05:34,100,8,81,24,53,27,,
2025-06-02 07:05:34,74,86,5,56,39,6,,
2025-06-02 07:05:34,2,58,24,16,32,60,,
2025-06-02 07:05:34,77,38,94,47,45,17,,
2025-06-02 07:05:34,81,2,6,65,45,46,,
2025-06-02 07:05:34,97,30,62,96,14,67,,
2025-06-02 07:05:34,76,58,97,49,71,60,,
2025-06-02 07:05:34,100,16,50,73,95,60,,
2025-06-02 07:05:34,31,9,76,84,89,95,,
2025-06-02 07:05:35,49,87,15,74,82,66,,
2025-06-02 07:05:35,50,48,30,9,53,83,,
2025-06-02 07:05:35,30,74,42,39,4,70,,
2025-06-02 07:05:35,71,81,90,88,83,97,,
2025-06-02 07:05:35,23,48,63,37,81,34,,
2025-06-02 07:05:35,23,16,65,54,37,78,,
2025-06-02 07:05:35,31,8,8,63,8,83,,
2025-06-02 07:05:35,6,5,97,83,92,28,,
2025-06-02 07:05:35,27,81,81,70,51,85,,
2025-06-02 07:05:36,37,31,24,90,3,32,,
2025-06-02 07:05:36,86,37,97,0,2,25,,
2025-06-02 07:05:36,81,70,53,32,49,3,,
2025-06-02 07:05:36,36,11,5,94,38,75,,
2025-06-02 07:05:36,89,74,93,96,30,30,,
2025-06-02 07:05:36,35,86,75,87,1,52,,
2025-06-02 07:05:36,92,37,87,90,27,32,,
2025-06-02 07:05:36,18,7,81,27,4,3,,
2025-06-02 07:05:36,27,62,47,72,1,63,,
2025-06-02 07:05:37,25,97,55,50,98,77,,
2025-06-02 07:05:37,94,67,32,30,59,72,,
2025-06-02 07:05:37,34,67,63,85,21,78,,
2025-06-02 07:05:37,81,41,70,68,3,74,,
2025-06-02 07:05:37,39,77,57,15,31,63,,
2025-06-02 07:05:37,51,88,34,24,60,96,,
2025-06-02 07:05:37,27,91,48,32,87,9,,
2025-06-02 07:05:37,77,65,93,11,21,69,,
2025-06-02 07:05:37,8,67,54,25,49,92,,
2025-06-02 07:05:37,38,14,89,50,72,96,,
2025-06-02 07:05:38,95,85,69,3,86,42,,
2025-06-02 07:05:38,38,29,60,50,50,100,,
2025-06-02 07:05:38,69,17,43,5,72,83,,
2025-06-02 07:05:38,12,68,69,20,6,9,,
2025-06-02 07:05:38,39,64,50,0,29,74,,
2025-06-02 07:05:38,68,33,56,80,26,11,,
2025-06-02 07:05:38,42,27,98,95,83,46,,
2025-06-02 07:05:38,27,21,26,68,65,79,,
2025-06-02 07:05:38,38,7,26,86,9,83,,
2025-06-02 07:05:39,72,20,97,25,39,82,,
2025-06-02 07:05:39,57,3,35,42,66,85,,
2025-06-02 07:05:39,3,85,92,55,47,95,,
2025-06-02 07:05:39,65,91,95,49,62,48,,
2025-06-02 07:05:39,30,40,30,37,13,68,,
2025-06-02 07:05:39,38,78,64,3,70,100,,
2025-06-02 07:05:39,81,80,38,36,12,0,,
2025-06-02 07:05:39,7,75,43,16,76,19,,
2025-06-02 07:05:39,10,33,86,62,26,34,,
2025-06-02 07:05:40,41,74,73,66,8,93,,
2025-06-02 07:05:40,100,67,35,36,21,16,,
2025-06-02 07:05:40,96,33,94,44,16,34,,
2025-06-02 07:05:40,11,22,99,88,9,64,,
2025-06-02 07:05:40,58,50,15,1,91,87,,
2025-06-02 07:05:40,8,99,6,73,19,74,,
2025-06-02 07:05:40,47,35,82,81,32,93,,
2025-06-02 07:05:40,22,51,15,79,4,74,,
2025-06-02 07:05:40,68,2,45,58,11,47,,
2025-06-02 07:05:41,73,57,34,8,76,50,,
2025-06-02 07:05:41,17,81,13,27,88,95,,
2025-06-02 07:05:41,82,78,14,13,13,24,,
2025-06-02 07:05:41,73,56,58,8,91,7,,
2025-06-02 07:05:41,69,88,97,26,44,5,,
2025-06-02 07:05:41,31,80,30,0,7,90,,
2025-06-02 07:05:41,16,71,6,86,6,49,,
2025-06-02 07:05:41,99,34,59,52,32,17,,
2025-06-02 07:05:41,2,40,86,90,86,7,,
2025-06-02 07:05:42,53,63,28,78,91,79,,
2025-06-02 07:05:42,96,81,82,1,42,19,,
2025-06-02 07:05:42,33,82,18,48,86,18,,
2025-06-02 07:05:42,16,57,50,70,86,70,,
2025-06-02 07:05:42,72,51,28,33,87,3,,
2025-06-02 07:05:42,50,18,64,81,99,62,,
2025-06-02 07:05:42,9,38,39,15,79,42,,
2025-06-02 07:05:42,77,8,36,43,21,20,,
2025-06-02 07:05:42,25,64,90,55,6,11,,
2025-06-02 07:05:43,72,66,46,56,10,36,,
2025-06-02 07:05:43,47,3,38,34,44,43,,
2025-06-02 07:05:43,38,98,50,48,61,5,,
2025-06-02 07:05:43,87,80,34,1,21,88,,
2025-06-02 07:05:43,43,100,14,94,62,89,,
2025-06-02 07:05:43,69,30,29,65,47,81,,
2025-06-02 07:05:43,84,46,26,37,66,21,,
2025-06-02 07:05:43,8,74,3,67,12,23,,
2025-06-02 07:05:43,52,51,89,97,36,68,,
2025-06-02 07:05:44,17,45,74,80,84,47,,
2025-06-02 07:05:44,37,6,9,21,82,39,,
2025-06-02 07:05:44,37,76,27,24,94,63,,
2025-06-02 07:05:44,41,82,52,95,28,73,,
2025-06-02 07:05:44,85,91,44,14,61,87,,
2025-06-02 07:05:44,18,32,22,66,71,52,,
2025-06-02 07:05:44,98,27,40,76,87,75,,
2025-06-02 07:05:44,14,71,25,46,28,11,,
2025-06-02 07:05:44,74,40,47,0,27,35,,
2025-06-02 07:05:44,17,82,32,64,55,48,,
2025-06-02 07:05:45,8,99,23,52,18,43,,
2025-06-02 07:05:45,11,100,63,73,92,72,,
2025-06-02 07:05:45,2,94,34,65,14,33,,
2025-06-02 07:05:45,21,52,82,29,34,97,,
2025-06-02 07:05:45,79,75,37,78,1,77,,
2025-06-02 07:05:45,5,80,63,78,68,56,,
2025-06-02 07:05:45,80,13,65,14,97,55,,
2025-06-02 07:05:45,79,29,1,98,54,18,,
2025-06-02 07:05:45,19,33,1,51,29,1,,
2025-06-02 07:05:46,5,27,91,20,44,90,,
2025-06-02 07:05:46,87,33,86,9,40,12,,
2025-06-02 07:05:46,32,76,54,68,67,26,,
2025-06-02 07:05:46,66,70,24,95,9,29,,
2025-06-02 07:05:46,57,17,49,94,92,12,,
2025-06-02 07:05:46,11,65,69,71,19,48,,
2025-06-02 07:05:46,57,65,92,3,80,55,,
2025-06-02 07:05:46,73,18,13,97,55,80,,
2025-06-02 07:05:46,91,25,17,67,62,2,,
2025-06-02 07:05:47,35,97,76,64,57,50,,
2025-06-02 07:05:47,72,99,58,80,49,10,,
2025-06-02 07:05:47,64,33,79,7,40,76,,
2025-06-02 07:05:47,82,32,95,25,52,32,,
2025-06-02 07:05:47,94,26,20,71,42,25,,
2025-06-02 07:05:47,0,74,17,49,94,45,,
2025-06-02 07:05:47,86,76,74,22,33,24,,
2025-06-02 07:05:47,18,56,58,20,56,13,,
2025-06-02 07:05:47,44,98,27,64,29,50,,
2025-06-02 07:05:48,21,60,90,45,61,11,,
2025-06-02 07:05:48,22,87,77,89,58,5,,
2025-06-02 07:05:48,90,62,45,16,44,78,,
2025-06-02 07:05:48,15,83,21,32,87,37,,
2025-06-02 07:05:48,96,65,83,61,23,45,,
2025-06-02 07:05:48,95,94,3,92,48,9,,
2025-06-02 07:05:48,100,60,61,59,6,18,,
2025-06-02 07:05:48,88,85,96,31,84,32,,
2025-06-02 07:05:48,14,34,80,97,37,31,,
2025-06-02 07:05:49,75,73,96,58,14,0,,
2025-06-02 07:05:49,83,93,77,96,4,74,,
2025-06-02 07:05:49,6,97,43,2,46,55,,
2025-06-02 07:05:49,32,90,7,62,49,23,,
2025-06-02 07:05:49,29,47,39,46,29,53,,
2025-06-02 07:05:49,16,97,25,25,79,78,,
2025-06-02 07:05:49,82,41,24,99,0,59,,
2025-06-02 07:05:49,42,26,39,44,87,34,,
2025-06-02 07:05:49,41,47,100,84,4,74,,
2025-06-02 07:05:50,66,11,33,13,61,46,,
2025-06-02 07:05:50,91,34,43,14,91,38,,
2025-06-02 07:05:50,51,78,43,23,25,53,,
2025-06-02 07:05:50,43,35,0,45,59,84,,
2025-06-02 07:05:50,17,95,45,56,17,29,,
2025-06-02 07:05:50,13,61,65,50,70,36,,
2025-06-02 07:05:50,23,97,68,85,52,6,,
2025-06-02 07:05:50,87,63,33,11,2,31,,
2025-06-02 07:05:50,59,6,14,69,99,47,,
2025-06-02 07:05:51,4,82,69,94,48,86,,
2025-06-02 07:05:51,41,81,31,69,5,7,,
2025-06-02 07:05:51,76,9,68,89,63,82,,
2025-06-02 07:05:51,58,92,46,95,66,63,,
2025-06-02 07:05:51,63,90,73,29,15,24,,
2025-06-02 07:05:51,28,33,19,45,29,7,,
2025-06-02 07:05:51,18,43,44,0,66,35,,
2025-06-02 07:05:51,5,13,100,55,48,52,,
2025-06-02 07:05:51,72,2,12,36,76,8,,
2025-06-02 07:05:51,41,7,75,17,9,13,,
2025-06-02 07:05:52,51,32,100,53,76,84,,
2025-06-02 07:05:52,41,22,60,61,20,92,,
2025-06-02 07:05:52,48,74,97,24,8,74,,
2025-06-02 07:05:52,43,80,49,45,63,70,,
2025-06-02 07:05:52,28,15,97,94,80,1,,
2025-06-02 07:05:52,3,91,36,55,9,62,,
2025-06-02 07:05:52,42,16,91,22,44,24,,
2025-06-02 07:05:52,84,35,74,15,52,51,,
2025-06-02 07:05:52,100,6,57,78,89,84,,
2025-06-02 07:05:53,93,94,46,78,95,36,,
2025-06-02 07:05:53,33,95,31,84,64,18,789,
2025-06-02 07:05:53,46,73,57,35,48,81,947,
2025-06-02 07:05:53,60,4,3,71,63,40,937,
2025-06-02 07:05:53,68,80,61,29,25,15,823,
2025-06-02 07:05:53,27,60,0,61,54,74,872,
2025-06-02 07:05:53,2,62,99,84,81,21,884,
2025-06-02 07:05:53,41,97,38,4,9,49,768,
2025-06-02 07:05:53,56,40,81,69,43,63,782,
2025-06-02 07:05:54,92,33,93,2,6,97,939,
2025-06-02 07:05:54,34,6,54,21,90,12,764,
2025-06-02 07:05:54,60,49,98,47,44,24,818,
2025-06-02 07:05:54,27,37,96,21,21,1,799,
2025-06-02 07:05:54,25,75,22,84,66,62,882,
2025-06-02 07:05:54,70,62,88,34,50,58,761,
2025-06-02 07:05:54,25,46,82,65,56,84,763,
2025-06-02 07:05:54,56,69,2,86,78,64,789,
2025-06-02 07:05:54,13,65,94,33,13,30,780,
2025-06-02 07:05:55,5,56,86,90,20,52,801,70
2025-06-02 07:05:55,47,6,66,52,52,25,876,44
2025-06-02 07:05:55,23,35,11,41,37,65,839,63
2025-06-02 07:05:55,0,54,64,55,2,80,924,115
2025-06-02 07:05:55,44,15,81,12,74,55,817,81
2025-06-02 07:05:55,73,37,79,81,33,52,770,75
2025-06-02 07:05:55,99,32,3,0,87,46,758,107
2025-06-02 07:05:55,26,94,63,9,93,49,881,38
2025-06-02 07:05:55,51,73,43,83,19,80,796,104
2025-06-02 07:05:56,23,55,66,0,51,43,830,56
2025-06-02 07:05:56,34,33,41,56,74,19,857,90
2025-06-02 07:05:56,72,36,77,63,22,21,757,20
2025-06-02 07:05:56,0,77,58,38,31,16,790,19
2025-06-02 07:05:56,67,42,44,0,94,42,936,118
2025-06-02 07:05:56,55,73,82,43,74,85,813,112
2025-06-02 07:05:56,24,7,79,5,36,31,815,40
2025-06-02 07:05:56,12,59,35,97,80,5,759,2
2025-06-02 07:05:56,38,38,77,15,42,57,811,65
2025-06-02 07:05:57,53,7,32,54,42,37,860,66
2025-06-02 07:05:57,16,84,45,3,72,93,947,106
2025-06-02 07:05:57,19,19,11,75,7,15,840,1
2025-06-02 07:05:57,24,75,53,75,28,41,858,118
2025-06-02 07:05:57,62,93,10,28,65,28,849,39
2025-06-02 07:05:57,34,62,23,58,54,49,862,17
2025-06-02 07:05:57,71,23,42,14,50,8,861,37
2025-06-02 07:05:57,85,64,70,20,35,8,804,81
2025-06-02 07:05:57,25,29,93,74,66,2,948,49
2025-06-02 07:05:58,57,49,63,25,97,46,812,16
2025-06-02 07:05:58,99,4,30,48,49,80,822,30
2025-06-02 07:05:58,99,69,42,59,23,95,854,58
2025-06-02 07:05:58,91,33,6,60,83,10,756,39
2025-06-02 07:05:58,48,81,34,97,45,47,894,25
2025-06-02 07:05:58,83,17,28,30,37,12,851,62
2025-06-02 07:05:58,86,51,75,10,74,21,891,110
2025-06-02 07:05:58,6,57,32,23,95,50,889,77
2025-06-02 07:05:58,42,0,2,14,18,56,761,81
2025-06-02 07:05:58,49,67,8,80,95,67,867,96
2025-06-02 07:05:59,1,46,8,13,100,18,895,9
2025-06-02 07:05:59,82,72,2,28,65,74,799,53
2025-06-02 07:05:59,50,92,61,21,26,36,935,2
2025-06-02 07:05:59,39,25,12,5,64,73,785,116
2025-06-02 07:05:59,64,64,5,93,1,14,790,7
2025-06-02 07:05:59,0,2,79,55,55,59,772,10
2025-06-02 07:05:59,61,98,32,86,53,25,853,63
2025-06-02 07:05:59,63,54,77,6,31,17,889,102
2025-06-02 07:05:59,75,23,83,76,5,88,875,109
2025-06-02 07:06:00,10,46,36,99,6,10,758,85
2025-06-02 07:06:00,11,59,95,63,71,30,853,76
2025-06-02 07:06:00,92,74,61,6,81,22,790,99
2025-06-02 07:06:00,53,68,53,1,63,80,900,82
2025-06-02 07:06:00,54,55,73,71,24,58,908,86
2025-06-02 07:06:00,46,89,80,8,10,85,881,107
2025-06-02 07:06:00,3,10,24,83,14,1,907,21
2025-06-02 07:06:00,90,54,29,39,80,100,878,59
2025-06-02 07:06:00,62,24,38,42,52,23,824,106
2025-06-02 07:06:01,83,34,53,77,46,88,897,96
2025-06-02 07:06:01,8,69,87,2,56,24,762,15
2025-06-02 07:06:01,33,26,74,20,83,81,942,37
2025-06-02 07:06:01,89,87,27,85,67,41,891,100
2025-06-02 07:06:01,81,97,60,42,67,9,820,33
2025-06-02 07:06:01,11,10,16,73,55,2,821,119
2025-06-02 07:06:01,100,10,29,6,52,65,761,43
2025-06-02 07:06:01,83,49,25,26,42,36,945,113
2025-06-02 07:06:01,13,38,16,25,35,98,778,109
2025-06-02 07:06:02,67,55,18,54,82,43,802,21
2025-06-02 07:06:02,4,69,83,95,7,40,830,92
2025-06-02 07:06:02,31,3,35,34,22,2,886,112
2025-06-02 07:06:02,64,35,28,44,50,93,882,75
2025-06-02 07:06:02,62,74,83,37,17,88,824,10
2025-06-02 07:06:02,54,38,88,98,3,26,887,18
2025-06-02 07:06:02,79,70,71,44,74,47,845,9
2025-06-02 07:06:02,65,53,30,68,2,62,918,26
2025-06-02 07:06:02,23,53,91,15,25,1,801,42
2025-06-02 07:06:03,29,21,22,30,41,93,917,33
2025-06-02 07:06:03,82,73,60,72,96,90,858,14
2025-06-02 07:06:03,78,23,14,4,14,29,785,103
2025-06-02 07:06:03,26,26,33,59,6,15,898,47
2025-06-02 07:06:03,100,84,53,97,81,27,894,11
2025-06-02 07:06:03,40,30,57,67,5,47,831,43
2025-06-02 07:06:03,30,86,19,38,81,38,922,92
2025-06-02 07:06:03,71,28,66,44,15,9,932,85
2025-06-02 07:06:03,13,63,66,51,33,15,839,27
2025-06-02 07:06:04,69,5,35,87,55,26,930,75
2025-06-02 07:06:04,0,0,92,83,31,29,932,42
2025-06-02 07:06:04,25,89,14,45,24,75,796,114
