timestamp,escenario,rpm,vel
2025-06-02 14:31:10,carretera,913,0
2025-06-02 14:31:10,carretera,858,0
2025-06-02 14:31:10,carretera,936,0
2025-06-02 14:31:10,carretera,899,0
2025-06-02 14:31:11,carretera,832,0
2025-06-02 14:31:11,carretera,895,0
2025-06-02 14:31:11,carretera,881,0
2025-06-02 14:31:11,carretera,937,0
2025-06-02 14:31:11,carretera,817,0
2025-06-02 14:31:11,carretera,825,0
2025-06-02 14:31:11,carretera,873,0
2025-06-02 14:31:11,carretera,950,0
2025-06-02 14:31:11,carretera,866,0
2025-06-02 14:31:12,carretera,824,0
2025-06-02 14:31:12,carretera,919,0
2025-06-02 14:31:12,carretera,925,0
2025-06-02 14:31:12,carretera,873,0
2025-06-02 14:31:12,falla,945,0
2025-06-02 14:31:12,falla,946,0
2025-06-02 14:31:12,falla,829,0
2025-06-02 14:31:12,falla,839,0
2025-06-02 14:31:12,falla,836,0
2025-06-02 14:31:13,falla,826,0
2025-06-02 14:31:13,falla,917,0
2025-06-02 14:31:13,falla,867,0
2025-06-02 14:31:13,falla,846,0
2025-06-02 14:31:13,falla,854,0
2025-06-02 14:31:13,falla,934,0
2025-06-02 14:31:13,falla,869,0
2025-06-02 14:31:13,falla,896,0
2025-06-02 14:31:13,falla,807,0
2025-06-02 14:31:14,falla,900,0
2025-06-02 14:31:14,falla,874,0
2025-06-02 14:31:14,falla,868,0
2025-06-02 14:31:14,falla,901,0
2025-06-02 14:31:14,falla,902,0
2025-06-02 14:31:14,falla,806,0
2025-06-02 14:31:14,falla,929,0
2025-06-02 14:31:14,falla,883,0
2025-06-02 14:31:14,falla,926,0
2025-06-02 14:31:14,falla,851,0
2025-06-02 14:31:15,falla,912,0
2025-06-02 14:31:15,falla,849,0
2025-06-02 14:31:15,falla,828,0
2025-06-02 14:31:15,falla,903,0
2025-06-02 14:31:15,falla,859,0
2025-06-02 14:31:15,falla,894,0
2025-06-02 14:31:15,falla,851,0
2025-06-02 14:31:15,falla,842,0
2025-06-02 14:31:15,falla,880,0
2025-06-02 14:31:16,falla,937,0
2025-06-02 14:31:16,falla,859,0
2025-06-02 14:31:16,falla,852,0
2025-06-02 14:31:16,falla,851,0
2025-06-02 14:31:16,falla,831,0
2025-06-02 14:31:16,falla,932,0
2025-06-02 14:31:16,falla,829,0
2025-06-02 14:31:16,falla,944,0
2025-06-02 14:31:16,falla,851,0
2025-06-02 14:31:17,falla,857,0
2025-06-02 14:31:17,falla,872,0
2025-06-02 14:31:17,falla,949,0
2025-06-02 14:31:17,falla,874,0
2025-06-02 14:31:17,falla,800,0
2025-06-02 14:31:17,falla,903,0
2025-06-02 14:31:17,falla,873,0
2025-06-02 14:31:17,falla,819,0
2025-06-02 14:31:17,falla,845,0
2025-06-02 14:31:18,falla,807,0
2025-06-02 14:31:18,falla,809,0
2025-06-02 14:31:18,falla,927,0
2025-06-02 14:31:18,falla,946,0
2025-06-02 14:31:18,falla,883,0
2025-06-02 14:31:18,falla,847,0
2025-06-02 14:31:18,falla,844,0
2025-06-02 14:31:18,falla,942,0
2025-06-02 14:31:18,falla,866,0
2025-06-02 14:31:19,falla,933,0
2025-06-02 14:31:19,falla,908,0
2025-06-02 14:31:19,falla,921,0
2025-06-02 14:31:19,falla,825,0
2025-06-02 14:31:19,falla,855,0
2025-06-02 14:31:19,falla,862,0
2025-06-02 14:31:19,falla,842,0
2025-06-02 14:31:19,falla,803,0
2025-06-02 14:31:19,falla,879,0
2025-06-02 14:31:20,falla,870,0
2025-06-02 14:31:20,falla,852,0
2025-06-02 14:31:20,falla,813,0
2025-06-02 14:31:20,falla,888,0
2025-06-02 14:31:20,falla,864,0
2025-06-02 14:31:20,falla,825,0
2025-06-02 14:31:20,falla,910,0
2025-06-02 14:31:21,falla,880,0
2025-06-02 14:31:21,falla,857,0
2025-06-02 14:31:21,falla,880,0
2025-06-02 14:31:21,falla,829,0
2025-06-02 14:31:21,falla,890,0
2025-06-02 14:31:21,falla,914,0
2025-06-02 14:31:21,falla,929,0
2025-06-02 14:31:21,falla,927,0
2025-06-02 14:31:22,falla,801,0
2025-06-02 14:31:22,falla,865,0
2025-06-02 14:31:22,falla,818,0
2025-06-02 14:31:22,falla,883,0
2025-06-02 14:31:22,falla,836,0
2025-06-02 14:31:22,falla,841,0
2025-06-02 14:31:22,falla,905,0
2025-06-02 14:31:22,falla,853,0
2025-06-02 14:31:22,falla,938,0
2025-06-02 14:31:23,falla,878,0
2025-06-02 14:31:23,falla,856,0
2025-06-02 14:31:23,falla,901,0
2025-06-02 14:31:23,falla,823,0
2025-06-02 14:31:23,falla,896,0
2025-06-02 14:31:23,falla,874,0
2025-06-02 14:31:23,falla,834,0
2025-06-02 14:31:23,falla,930,0
2025-06-02 14:31:23,falla,950,0
2025-06-02 14:31:24,falla,849,0
2025-06-02 14:31:24,falla,888,0
2025-06-02 14:31:24,falla,851,0
2025-06-02 14:31:24,falla,880,0
2025-06-02 14:31:24,falla,930,0
2025-06-02 14:31:24,falla,910,0
2025-06-02 14:31:24,falla,803,0
2025-06-02 14:31:24,falla,902,0
2025-06-02 14:31:24,falla,846,0
2025-06-02 14:31:25,falla,915,0
2025-06-02 14:31:25,falla,839,0
2025-06-02 14:31:25,falla,819,0
2025-06-02 14:31:25,falla,860,0
2025-06-02 14:31:25,falla,868,0
2025-06-02 14:31:25,falla,926,0
2025-06-02 14:31:25,falla,940,0
2025-06-02 14:31:25,falla,901,0
2025-06-02 14:31:25,falla,817,0
2025-06-02 14:31:26,falla,825,0
2025-06-02 14:31:26,falla,883,0
2025-06-02 14:31:26,falla,857,0
2025-06-02 14:31:26,falla,948,0
2025-06-02 14:31:26,falla,860,0
2025-06-02 14:31:26,falla,808,0
2025-06-02 14:31:26,falla,815,0
2025-06-02 14:31:26,falla,839,0
2025-06-02 14:31:26,falla,843,0
2025-06-02 14:31:27,falla,844,0
2025-06-02 14:31:27,falla,910,0
2025-06-02 14:31:27,falla,837,0
2025-06-02 14:31:27,falla,899,0
2025-06-02 14:31:27,falla,945,0
2025-06-02 14:31:27,falla,847,0
2025-06-02 14:31:27,falla,911,0
2025-06-02 14:31:27,falla,814,0
2025-06-02 14:31:27,falla,923,0
2025-06-02 14:31:27,falla,925,0
2025-06-02 14:31:28,falla,912,0
2025-06-02 14:31:28,falla,906,0
2025-06-02 14:31:28,falla,845,0
2025-06-02 14:31:28,falla,937,0
2025-06-02 14:31:28,falla,862,0
2025-06-02 14:31:28,falla,946,0
2025-06-02 14:31:28,falla,834,0
2025-06-02 14:31:28,falla,801,0
2025-06-02 14:31:28,falla,813,0
2025-06-02 14:31:29,falla,947,0
2025-06-02 14:31:29,falla,862,0
2025-06-02 14:31:29,falla,854,0
2025-06-02 14:31:29,falla,813,0
2025-06-02 14:31:29,falla,875,0
2025-06-02 14:31:29,falla,935,0
2025-06-02 14:31:29,falla,823,0
2025-06-02 14:31:29,falla,905,0
2025-06-02 14:31:29,falla,810,0
2025-06-02 14:31:30,falla,809,0
2025-06-02 14:31:30,falla,918,0
2025-06-02 14:31:30,falla,921,0
2025-06-02 14:31:30,falla,903,0
2025-06-02 14:31:30,falla,824,0
2025-06-02 14:31:30,falla,878,0
2025-06-02 14:31:30,falla,801,0
2025-06-02 14:31:30,falla,912,0
2025-06-02 14:31:30,falla,899,0
2025-06-02 14:31:31,falla,828,0
2025-06-02 14:31:31,falla,861,0
2025-06-02 14:31:31,falla,911,0
2025-06-02 14:31:31,falla,879,0
