[2025-06-02 16:47:49] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:53] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:53] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:53] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:53] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:53] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:53] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:53] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:53] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:54] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:54] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:54] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:54] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:54] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:54] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:54] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010C' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Advertencia: El PID solicitado '010D' no está soportado en la emulación. Se exportará vacío. | Contexto: emulador
[2025-06-02 16:47:54] INFO: [EMULADOR] Registro generado: {'010C': '', '010D': '', 'escenario': 'ralenti'} | Contexto: emulador
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Conversión fallida:  (invalid literal for int() with base 10: '') | Contexto: safe_cast
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de RPM | Contexto: update_data
[2025-06-02 16:47:54] ADVERTENCIA: Sin datos de velocidad | Contexto: update_data
[2025-06-02 16:47:54] INFO: [DASHBOARD] PIDs seleccionados antes de emular: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [TRACE] PIDs solicitados al emulador: ['010C', '010D', 'escenario'] | Contexto: read_data
[2025-06-02 16:47:54] INFO: [EMULADOR] PIDs recibidos: ['010C', '010D', 'escenario'] | Contexto: emulador
